scenario,dest,year,age,nativity,pop
ukraine-war,EST,2020,70,eu,1248
ukraine-war,EST,2020,70,native,42587
ukraine-war,EST,2020,70,non-eu,17418
ukraine-war,EST,2020,75,eu,847
ukraine-war,EST,2020,75,native,34372
ukraine-war,EST,2020,75,non-eu,12792
ukraine-war,EST,2020,80,eu,530
ukraine-war,EST,2020,80,native,25772
ukraine-war,EST,2020,80,non-eu,14785
ukraine-war,EST,2020,85,eu,385
ukraine-war,EST,2020,85,native,15180
ukraine-war,EST,2020,85,non-eu,7674
ukraine-war,EST,2020,90,eu,291
ukraine-war,EST,2020,90,native,6088
ukraine-war,EST,2020,90,non-eu,4397
ukraine-war,EST,2020,95,eu,252
ukraine-war,EST,2020,95,native,1277
ukraine-war,EST,2020,95,non-eu,2105
ukraine-war,EST,2020,100,eu,244
ukraine-war,EST,2020,100,native,115
ukraine-war,EST,2020,100,non-eu,1721
ukraine-war,EST,2025,0,eu,370
ukraine-war,EST,2025,0,native,64008
ukraine-war,EST,2025,0,non-eu,3718
ukraine-war,EST,2025,5,eu,470
ukraine-war,EST,2025,5,native,66035
ukraine-war,EST,2025,5,non-eu,5916
ukraine-war,EST,2025,10,eu,800
ukraine-war,EST,2025,10,native,68049
ukraine-war,EST,2025,10,non-eu,5689
ukraine-war,EST,2025,15,eu,857
ukraine-war,EST,2025,15,native,71083
ukraine-war,EST,2025,15,non-eu,6137
ukraine-war,EST,2025,20,eu,857
ukraine-war,EST,2025,20,native,59826
ukraine-war,EST,2025,20,non-eu,6476
ukraine-war,EST,2025,25,eu,966
ukraine-war,EST,2025,25,native,56814
ukraine-war,EST,2025,25,non-eu,6529
ukraine-war,EST,2025,30,eu,2442
ukraine-war,EST,2025,30,native,73384
ukraine-war,EST,2025,30,non-eu,8295
ukraine-war,EST,2025,35,eu,1797
ukraine-war,EST,2025,35,native,88929
ukraine-war,EST,2025,35,non-eu,11127
ukraine-war,EST,2025,40,eu,1540
ukraine-war,EST,2025,40,native,81765
ukraine-war,EST,2025,40,non-eu,12034
ukraine-war,EST,2025,45,eu,1493
ukraine-war,EST,2025,45,native,77018
ukraine-war,EST,2025,45,non-eu,12106
ukraine-war,EST,2025,50,eu,1516
ukraine-war,EST,2025,50,native,76231
ukraine-war,EST,2025,50,non-eu,12339
ukraine-war,EST,2025,55,eu,1460
ukraine-war,EST,2025,55,native,65475
ukraine-war,EST,2025,55,non-eu,13305
ukraine-war,EST,2025,60,eu,1400
ukraine-war,EST,2025,60,native,61721
ukraine-war,EST,2025,60,non-eu,18321
ukraine-war,EST,2025,65,eu,1317
ukraine-war,EST,2025,65,native,53282
ukraine-war,EST,2025,65,non-eu,20759
ukraine-war,EST,2025,70,eu,1154
ukraine-war,EST,2025,70,native,45450
ukraine-war,EST,2025,70,non-eu,18902
ukraine-war,EST,2025,75,eu,1026
ukraine-war,EST,2025,75,native,35966
ukraine-war,EST,2025,75,non-eu,13600
ukraine-war,EST,2025,80,eu,680
ukraine-war,EST,2025,80,native,26646
ukraine-war,EST,2025,80,non-eu,9294
ukraine-war,EST,2025,85,eu,428
ukraine-war,EST,2025,85,native,16976
ukraine-war,EST,2025,85,non-eu,9152
ukraine-war,EST,2025,90,eu,327
ukraine-war,EST,2025,90,native,7806
ukraine-war,EST,2025,90,non-eu,4278
ukraine-war,EST,2025,95,eu,277
ukraine-war,EST,2025,95,native,2143
ukraine-war,EST,2025,95,non-eu,2497
ukraine-war,EST,2025,100,eu,271
ukraine-war,EST,2025,100,native,312
ukraine-war,EST,2025,100,non-eu,1787
ukraine-war,EST,2030,0,eu,240
ukraine-war,EST,2030,0,native,59472
ukraine-war,EST,2030,0,non-eu,3519
ukraine-war,EST,2030,5,eu,610
ukraine-war,EST,2030,5,native,62710
ukraine-war,EST,2030,5,non-eu,7234
ukraine-war,EST,2030,10,eu,682
ukraine-war,EST,2030,10,native,64775
ukraine-war,EST,2030,10,non-eu,9269
ukraine-war,EST,2030,15,eu,1085
ukraine-war,EST,2030,15,native,66904
ukraine-war,EST,2030,15,non-eu,9617
ukraine-war,EST,2030,20,eu,1144
ukraine-war,EST,2030,20,native,69957
ukraine-war,EST,2030,20,non-eu,9563
ukraine-war,EST,2030,25,eu,1122
ukraine-war,EST,2030,25,native,58911
ukraine-war,EST,2030,25,non-eu,9447
ukraine-war,EST,2030,30,eu,1223
ukraine-war,EST,2030,30,native,55883
ukraine-war,EST,2030,30,non-eu,9354
ukraine-war,EST,2030,35,eu,2353
ukraine-war,EST,2030,35,native,72322
ukraine-war,EST,2030,35,non-eu,11452
ukraine-war,EST,2030,40,eu,1812
ukraine-war,EST,2030,40,native,87639
ukraine-war,EST,2030,40,non-eu,14682
ukraine-war,EST,2030,45,eu,1587
ukraine-war,EST,2030,45,native,80325
ukraine-war,EST,2030,45,non-eu,15115
ukraine-war,EST,2030,50,eu,1541
ukraine-war,EST,2030,50,native,75102
ukraine-war,EST,2030,50,non-eu,14541
ukraine-war,EST,2030,55,eu,1546
ukraine-war,EST,2030,55,native,73362
ukraine-war,EST,2030,55,non-eu,14147
ukraine-war,EST,2030,60,eu,1462
ukraine-war,EST,2030,60,native,61887
ukraine-war,EST,2030,60,non-eu,14110
ukraine-war,EST,2030,65,eu,1366
ukraine-war,EST,2030,65,native,56800
ukraine-war,EST,2030,65,non-eu,17890
ukraine-war,EST,2030,70,eu,1237
ukraine-war,EST,2030,70,native,47464
ukraine-war,EST,2030,70,non-eu,18732
ukraine-war,EST,2030,75,eu,981
ukraine-war,EST,2030,75,native,39071
ukraine-war,EST,2030,75,non-eu,15150
ukraine-war,EST,2030,80,eu,807
ukraine-war,EST,2030,80,native,28383
ukraine-war,EST,2030,80,non-eu,10071
ukraine-war,EST,2030,85,eu,506
ukraine-war,EST,2030,85,native,18036
ukraine-war,EST,2030,85,non-eu,6207
ukraine-war,EST,2030,90,eu,338
ukraine-war,EST,2030,90,native,8839
ukraine-war,EST,2030,90,non-eu,5014
ukraine-war,EST,2030,95,eu,279
ukraine-war,EST,2030,95,native,2808
ukraine-war,EST,2030,95,non-eu,2462
ukraine-war,EST,2030,100,eu,271
ukraine-war,EST,2030,100,native,513
ukraine-war,EST,2030,100,non-eu,1856
ukraine-war,EST,2035,0,eu,344
ukraine-war,EST,2035,0,native,58058
ukraine-war,EST,2035,0,non-eu,4060
ukraine-war,EST,2035,5,eu,584
ukraine-war,EST,2035,5,native,58350
ukraine-war,EST,2035,5,non-eu,7572
ukraine-war,EST,2035,10,eu,776
ukraine-war,EST,2035,10,native,61649
ukraine-war,EST,2035,10,non-eu,10701
ukraine-war,EST,2035,15,eu,993
ukraine-war,EST,2035,15,native,63718
ukraine-war,EST,2035,15,non-eu,12972
ukraine-war,EST,2035,20,eu,1337
ukraine-war,EST,2035,20,native,65906
ukraine-war,EST,2035,20,non-eu,13394
ukraine-war,EST,2035,25,eu,1394
ukraine-war,EST,2035,25,native,69012
ukraine-war,EST,2035,25,non-eu,12898
ukraine-war,EST,2035,30,eu,1359
ukraine-war,EST,2035,30,native,58118
ukraine-war,EST,2035,30,non-eu,12343
ukraine-war,EST,2035,35,eu,1291
ukraine-war,EST,2035,35,native,55003
ukraine-war,EST,2035,35,non-eu,12042
ukraine-war,EST,2035,40,eu,2268
ukraine-war,EST,2035,40,native,71295
ukraine-war,EST,2035,40,non-eu,14412
ukraine-war,EST,2035,45,eu,1817
ukraine-war,EST,2035,45,native,86301
ukraine-war,EST,2035,45,non-eu,17879
ukraine-war,EST,2035,50,eu,1605
ukraine-war,EST,2035,50,native,78697
ukraine-war,EST,2035,50,non-eu,17797
ukraine-war,EST,2035,55,eu,1553
ukraine-war,EST,2035,55,native,72775
ukraine-war,EST,2035,55,non-eu,16523
ukraine-war,EST,2035,60,eu,1529
ukraine-war,EST,2035,60,native,69928
ukraine-war,EST,2035,60,non-eu,15411
ukraine-war,EST,2035,65,eu,1425
ukraine-war,EST,2035,65,native,57598
ukraine-war,EST,2035,65,non-eu,14362
ukraine-war,EST,2035,70,eu,1280
ukraine-war,EST,2035,70,native,51256
ukraine-war,EST,2035,70,non-eu,16867
ukraine-war,EST,2035,75,eu,1059
ukraine-war,EST,2035,75,native,41350
ukraine-war,EST,2035,75,non-eu,15285
ukraine-war,EST,2035,80,eu,804
ukraine-war,EST,2035,80,native,31387
ukraine-war,EST,2035,80,non-eu,11474
ukraine-war,EST,2035,85,eu,600
ukraine-war,EST,2035,85,native,19662
ukraine-war,EST,2035,85,non-eu,6821
ukraine-war,EST,2035,90,eu,372
ukraine-war,EST,2035,90,native,9743
ukraine-war,EST,2035,90,non-eu,3813
ukraine-war,EST,2035,95,eu,284
ukraine-war,EST,2035,95,native,3229
ukraine-war,EST,2035,95,non-eu,2723
ukraine-war,EST,2035,100,eu,271
ukraine-war,EST,2035,100,native,696
ukraine-war,EST,2035,100,non-eu,1859
ukraine-war,EST,2040,0,eu,233
ukraine-war,EST,2040,0,native,60137
ukraine-war,EST,2040,0,non-eu,4442
ukraine-war,EST,2040,5,eu,577
ukraine-war,EST,2040,5,native,57044
ukraine-war,EST,2040,5,non-eu,8496
ukraine-war,EST,2040,10,eu,747
ukraine-war,EST,2040,10,native,57427
ukraine-war,EST,2040,10,non-eu,11374
ukraine-war,EST,2040,15,eu,1067
ukraine-war,EST,2040,15,native,60744
ukraine-war,EST,2040,15,non-eu,14494
ukraine-war,EST,2040,20,eu,1252
ukraine-war,EST,2040,20,native,62784
ukraine-war,EST,2040,20,non-eu,16472
ukraine-war,EST,2040,25,eu,1559
ukraine-war,EST,2040,25,native,65056
ukraine-war,EST,2040,25,non-eu,16962
ukraine-war,EST,2040,30,eu,1604
ukraine-war,EST,2040,30,native,68171
ukraine-war,EST,2040,30,non-eu,16085
ukraine-war,EST,2040,35,eu,1404
ukraine-war,EST,2040,35,native,57369
ukraine-war,EST,2040,35,non-eu,14991
ukraine-war,EST,2040,40,eu,1343
ukraine-war,EST,2040,40,native,54162
ukraine-war,EST,2040,40,non-eu,14558
ukraine-war,EST,2040,45,eu,2199
ukraine-war,EST,2040,45,native,70205
ukraine-war,EST,2040,45,non-eu,17016
ukraine-war,EST,2040,50,eu,1815
ukraine-war,EST,2040,50,native,84738
ukraine-war,EST,2040,50,non-eu,20549
ukraine-war,EST,2040,55,eu,1612
ukraine-war,EST,2040,55,native,76618
ukraine-war,EST,2040,55,non-eu,19850
ukraine-war,EST,2040,60,eu,1545
ukraine-war,EST,2040,60,native,69866
ukraine-war,EST,2040,60,non-eu,17792
ukraine-war,EST,2040,65,eu,1492
ukraine-war,EST,2040,65,native,65713
ukraine-war,EST,2040,65,non-eu,15888
ukraine-war,EST,2040,70,eu,1349
ukraine-war,EST,2040,70,native,52649
ukraine-war,EST,2040,70,non-eu,13924
ukraine-war,EST,2040,75,eu,1117
ukraine-war,EST,2040,75,native,45288
ukraine-war,EST,2040,75,non-eu,14165
ukraine-war,EST,2040,80,eu,879
ukraine-war,EST,2040,80,native,33774
ukraine-war,EST,2040,80,non-eu,11802
ukraine-war,EST,2040,85,eu,621
ukraine-war,EST,2040,85,native,22260
ukraine-war,EST,2040,85,non-eu,7915
ukraine-war,EST,2040,90,eu,426
ukraine-war,EST,2040,90,native,10986
ukraine-war,EST,2040,90,non-eu,4198
ukraine-war,EST,2040,95,eu,294
ukraine-war,EST,2040,95,native,3726
ukraine-war,EST,2040,95,non-eu,2391
ukraine-war,EST,2040,100,eu,271
ukraine-war,EST,2040,100,native,826
ukraine-war,EST,2040,100,non-eu,1917
ukraine-war,EST,2045,0,eu,333
ukraine-war,EST,2045,0,native,62576
ukraine-war,EST,2045,0,non-eu,5230
ukraine-war,EST,2045,5,eu,566
ukraine-war,EST,2045,5,native,59152
ukraine-war,EST,2045,5,non-eu,9663
ukraine-war,EST,2045,10,eu,731
ukraine-war,EST,2045,10,native,56208
ukraine-war,EST,2045,10,non-eu,12758
ukraine-war,EST,2045,15,eu,1033
ukraine-war,EST,2045,15,native,56646
ukraine-war,EST,2045,15,non-eu,15537
ukraine-war,EST,2045,20,eu,1311
ukraine-war,EST,2045,20,native,59954
ukraine-war,EST,2045,20,non-eu,18120
ukraine-war,EST,2045,25,eu,1482
ukraine-war,EST,2045,25,native,62001
ukraine-war,EST,2045,25,non-eu,19875
ukraine-war,EST,2045,30,eu,1751
ukraine-war,EST,2045,30,native,64315
ukraine-war,EST,2045,30,non-eu,20388
ukraine-war,EST,2045,35,eu,1620
ukraine-war,EST,2045,35,native,67392
ukraine-war,EST,2045,35,non-eu,19011
ukraine-war,EST,2045,40,eu,1437
ukraine-war,EST,2045,40,native,56650
ukraine-war,EST,2045,40,non-eu,17465
ukraine-war,EST,2045,45,eu,1374
ukraine-war,EST,2045,45,native,53308
ukraine-war,EST,2045,45,non-eu,16821
ukraine-war,EST,2045,50,eu,2129
ukraine-war,EST,2045,50,native,68955
ukraine-war,EST,2045,50,non-eu,19206
ukraine-war,EST,2045,55,eu,1785
ukraine-war,EST,2045,55,native,82743
ukraine-war,EST,2045,55,non-eu,22553
ukraine-war,EST,2045,60,eu,1580
ukraine-war,EST,2045,60,native,73965
ukraine-war,EST,2045,60,non-eu,21188
ukraine-war,EST,2045,65,eu,1500
ukraine-war,EST,2045,65,native,66199
ukraine-war,EST,2045,65,non-eu,18316
ukraine-war,EST,2045,70,eu,1420
ukraine-war,EST,2045,70,native,60761
ukraine-war,EST,2045,70,non-eu,15685
ukraine-war,EST,2045,75,eu,1192
ukraine-war,EST,2045,75,native,47215
ukraine-war,EST,2045,75,non-eu,12066
ukraine-war,EST,2045,80,eu,941
ukraine-war,EST,2045,80,native,37698
ukraine-war,EST,2045,80,non-eu,11318
ukraine-war,EST,2045,85,eu,679
ukraine-war,EST,2045,85,native,24530
ukraine-war,EST,2045,85,non-eu,8293
ukraine-war,EST,2045,90,eu,441
ukraine-war,EST,2045,90,native,12847
ukraine-war,EST,2045,90,non-eu,4851
ukraine-war,EST,2045,95,eu,310
ukraine-war,EST,2045,95,native,4397
ukraine-war,EST,2045,95,non-eu,2566
ukraine-war,EST,2045,100,eu,272
ukraine-war,EST,2045,100,native,1000
ukraine-war,EST,2045,100,non-eu,1870
ukraine-war,EST,2050,0,eu,234
ukraine-war,EST,2050,0,native,63295
ukraine-war,EST,2050,0,non-eu,5917
ukraine-war,EST,2050,5,eu,567
ukraine-war,EST,2050,5,native,61641
ukraine-war,EST,2050,5,non-eu,11141
ukraine-war,EST,2050,10,eu,721
ukraine-war,EST,2050,10,native,58357
ukraine-war,EST,2050,10,non-eu,14606
ukraine-war,EST,2050,15,eu,1014
ukraine-war,EST,2050,15,native,55508
ukraine-war,EST,2050,15,non-eu,17421
ukraine-war,EST,2050,20,eu,1275
ukraine-war,EST,2050,20,native,55981
ukraine-war,EST,2050,20,non-eu,19528
ukraine-war,EST,2050,25,eu,1536
ukraine-war,EST,2050,25,native,59305
ukraine-war,EST,2050,25,non-eu,21708
ukraine-war,EST,2050,30,eu,1685
ukraine-war,EST,2050,30,native,61331
ukraine-war,EST,2050,30,non-eu,23198
ukraine-war,EST,2050,35,eu,1743
ukraine-war,EST,2050,35,native,63639
ukraine-war,EST,2050,35,non-eu,23521
ukraine-war,EST,2050,40,eu,1632
ukraine-war,EST,2050,40,native,66649
ukraine-war,EST,2050,40,non-eu,21723
ukraine-war,EST,2050,45,eu,1454
ukraine-war,EST,2050,45,native,55914
ukraine-war,EST,2050,45,non-eu,19760
ukraine-war,EST,2050,50,eu,1394
ukraine-war,EST,2050,50,native,52371
ukraine-war,EST,2050,50,non-eu,18800
ukraine-war,EST,2050,55,eu,2054
ukraine-war,EST,2050,55,native,67393
ukraine-war,EST,2050,55,non-eu,20972
ukraine-war,EST,2050,60,eu,1745
ukraine-war,EST,2050,60,native,80199
ukraine-war,EST,2050,60,non-eu,23901
ukraine-war,EST,2050,65,eu,1532
ukraine-war,EST,2050,65,native,70581
ukraine-war,EST,2050,65,non-eu,21804
ukraine-war,EST,2050,70,eu,1436
ukraine-war,EST,2050,70,native,61812
ukraine-war,EST,2050,70,non-eu,18182
ukraine-war,EST,2050,75,eu,1263
ukraine-war,EST,2050,75,native,55228
ukraine-war,EST,2050,75,non-eu,13793
ukraine-war,EST,2050,80,eu,1015
ukraine-war,EST,2050,80,native,40093
ukraine-war,EST,2050,80,non-eu,9977
ukraine-war,EST,2050,85,eu,733
ukraine-war,EST,2050,85,native,28136
ukraine-war,EST,2050,85,non-eu,8178
ukraine-war,EST,2050,90,eu,480
ukraine-war,EST,2050,90,native,14659
ukraine-war,EST,2050,90,non-eu,5126
ukraine-war,EST,2050,95,eu,310
ukraine-war,EST,2050,95,native,5357
ukraine-war,EST,2050,95,non-eu,2845
ukraine-war,EST,2050,100,eu,275
ukraine-war,EST,2050,100,native,1241
ukraine-war,EST,2050,100,non-eu,1912
ukraine-war,FIN,2015,0,eu,2288
ukraine-war,FIN,2015,0,native,294531
ukraine-war,FIN,2015,0,non-eu,2581
ukraine-war,FIN,2015,5,eu,5223
ukraine-war,FIN,2015,5,native,292099
ukraine-war,FIN,2015,5,non-eu,6297
ukraine-war,FIN,2015,10,eu,4935
ukraine-war,FIN,2015,10,native,278363
ukraine-war,FIN,2015,10,non-eu,8410
ukraine-war,FIN,2015,15,eu,4047
ukraine-war,FIN,2015,15,native,292233
ukraine-war,FIN,2015,15,non-eu,9029
ukraine-war,FIN,2015,20,eu,6223
ukraine-war,FIN,2015,20,native,318491
ukraine-war,FIN,2015,20,non-eu,13604
ukraine-war,FIN,2015,25,eu,11888
ukraine-war,FIN,2015,25,native,298489
ukraine-war,FIN,2015,25,non-eu,18878
ukraine-war,FIN,2015,30,eu,15863
ukraine-war,FIN,2015,30,native,309388
ukraine-war,FIN,2015,30,non-eu,19742
ukraine-war,FIN,2015,35,eu,15083
ukraine-war,FIN,2015,35,native,304704
ukraine-war,FIN,2015,35,non-eu,15534
ukraine-war,FIN,2015,40,eu,13792
ukraine-war,FIN,2015,40,native,279958
ukraine-war,FIN,2015,40,non-eu,12122
ukraine-war,FIN,2015,45,eu,9638
ukraine-war,FIN,2015,45,native,332127
ukraine-war,FIN,2015,45,non-eu,9653
ukraine-war,FIN,2015,50,eu,6844
ukraine-war,FIN,2015,50,native,354212
ukraine-war,FIN,2015,50,non-eu,6928
ukraine-war,FIN,2015,55,eu,5088
ukraine-war,FIN,2015,55,native,355412
ukraine-war,FIN,2015,55,non-eu,4052
ukraine-war,FIN,2015,60,eu,3338
ukraine-war,FIN,2015,60,native,364797
ukraine-war,FIN,2015,60,non-eu,2362
ukraine-war,FIN,2015,65,eu,2196
ukraine-war,FIN,2015,65,native,370397
ukraine-war,FIN,2015,65,non-eu,1349
ukraine-war,FIN,2015,70,eu,1280
ukraine-war,FIN,2015,70,native,235270
ukraine-war,FIN,2015,70,non-eu,689
ukraine-war,FIN,2015,75,eu,543
ukraine-war,FIN,2015,75,native,195410
ukraine-war,FIN,2015,75,non-eu,434
ukraine-war,FIN,2015,80,eu,293
ukraine-war,FIN,2015,80,native,141521
ukraine-war,FIN,2015,80,non-eu,351
ukraine-war,FIN,2015,85,eu,129
ukraine-war,FIN,2015,85,native,89950
ukraine-war,FIN,2015,85,non-eu,192
ukraine-war,FIN,2015,90,eu,49
ukraine-war,FIN,2015,90,native,35117
ukraine-war,FIN,2015,90,non-eu,61
ukraine-war,FIN,2015,95,eu,9
ukraine-war,FIN,2015,95,native,6588
ukraine-war,FIN,2015,95,non-eu,28
ukraine-war,FIN,2015,100,eu,0
ukraine-war,FIN,2015,100,native,724
ukraine-war,FIN,2015,100,non-eu,3
ukraine-war,FIN,2020,0,eu,795
ukraine-war,FIN,2020,0,native,300530
ukraine-war,FIN,2020,0,non-eu,4045
ukraine-war,FIN,2020,5,eu,3082
ukraine-war,FIN,2020,5,native,292528
ukraine-war,FIN,2020,5,non-eu,6625
ukraine-war,FIN,2020,10,eu,5694
ukraine-war,FIN,2020,10,native,290177
ukraine-war,FIN,2020,10,non-eu,9644
ukraine-war,FIN,2020,15,eu,5471
ukraine-war,FIN,2020,15,native,276401
ukraine-war,FIN,2020,15,non-eu,12190
ukraine-war,FIN,2020,20,eu,4600
ukraine-war,FIN,2020,20,native,289925
ukraine-war,FIN,2020,20,non-eu,12503
ukraine-war,FIN,2020,25,eu,6772
ukraine-war,FIN,2020,25,native,316220
ukraine-war,FIN,2020,25,non-eu,16400
ukraine-war,FIN,2020,30,eu,11865
ukraine-war,FIN,2020,30,native,296508
ukraine-war,FIN,2020,30,non-eu,20914
ukraine-war,FIN,2020,35,eu,14879
ukraine-war,FIN,2020,35,native,306858
ukraine-war,FIN,2020,35,non-eu,20985
ukraine-war,FIN,2020,40,eu,14201
ukraine-war,FIN,2020,40,native,301800
ukraine-war,FIN,2020,40,non-eu,17058
ukraine-war,FIN,2020,45,eu,13139
ukraine-war,FIN,2020,45,native,276479
ukraine-war,FIN,2020,45,non-eu,13962
ukraine-war,FIN,2020,50,eu,9533
ukraine-war,FIN,2020,50,native,327044
ukraine-war,FIN,2020,50,non-eu,11576
ukraine-war,FIN,2020,55,eu,7084
ukraine-war,FIN,2020,55,native,346704
ukraine-war,FIN,2020,55,non-eu,9085
ukraine-war,FIN,2020,60,eu,5490
ukraine-war,FIN,2020,60,native,344836
ukraine-war,FIN,2020,60,non-eu,6407
ukraine-war,FIN,2020,65,eu,3913
ukraine-war,FIN,2020,65,native,349169
ukraine-war,FIN,2020,65,non-eu,4701
ukraine-war,FIN,2020,70,eu,2811
ukraine-war,FIN,2020,70,native,346776
ukraine-war,FIN,2020,70,non-eu,3424
ukraine-war,FIN,2020,75,eu,1483
ukraine-war,FIN,2020,75,native,211251
ukraine-war,FIN,2020,75,non-eu,2289
ukraine-war,FIN,2020,80,eu,797
ukraine-war,FIN,2020,80,native,159525
ukraine-war,FIN,2020,80,non-eu,2035
ukraine-war,FIN,2020,85,eu,506
ukraine-war,FIN,2020,85,native,96217
ukraine-war,FIN,2020,85,non-eu,1890
ukraine-war,FIN,2020,90,eu,328
ukraine-war,FIN,2020,90,native,44352
ukraine-war,FIN,2020,90,non-eu,1763
ukraine-war,FIN,2020,95,eu,266
ukraine-war,FIN,2020,95,native,10372
ukraine-war,FIN,2020,95,non-eu,1702
ukraine-war,FIN,2020,100,eu,247
ukraine-war,FIN,2020,100,native,1017
ukraine-war,FIN,2020,100,non-eu,1695
ukraine-war,FIN,2025,0,eu,1144
ukraine-war,FIN,2025,0,native,295913
ukraine-war,FIN,2025,0,non-eu,5997
ukraine-war,FIN,2025,5,eu,1868
ukraine-war,FIN,2025,5,native,298669
ukraine-war,FIN,2025,5,non-eu,9946
ukraine-war,FIN,2025,10,eu,3726
ukraine-war,FIN,2025,10,native,290910
ukraine-war,FIN,2025,10,non-eu,11182
ukraine-war,FIN,2025,15,eu,6260
ukraine-war,FIN,2025,15,native,288489
ukraine-war,FIN,2025,15,non-eu,14510
ukraine-war,FIN,2025,20,eu,5947
ukraine-war,FIN,2025,20,native,274480
ukraine-war,FIN,2025,20,non-eu,16205
ukraine-war,FIN,2025,25,eu,5101
ukraine-war,FIN,2025,25,native,287825
ukraine-war,FIN,2025,25,non-eu,16111
ukraine-war,FIN,2025,30,eu,7244
ukraine-war,FIN,2025,30,native,314186
ukraine-war,FIN,2025,30,non-eu,19436
ukraine-war,FIN,2025,35,eu,11531
ukraine-war,FIN,2025,35,native,294455
ukraine-war,FIN,2025,35,non-eu,23015
ukraine-war,FIN,2025,40,eu,13957
ukraine-war,FIN,2025,40,native,304435
ukraine-war,FIN,2025,40,non-eu,22569
ukraine-war,FIN,2025,45,eu,13352
ukraine-war,FIN,2025,45,native,298926
ukraine-war,FIN,2025,45,non-eu,18675
ukraine-war,FIN,2025,50,eu,12446
ukraine-war,FIN,2025,50,native,272752
ukraine-war,FIN,2025,50,non-eu,15668
ukraine-war,FIN,2025,55,eu,9289
ukraine-war,FIN,2025,55,native,321058
ukraine-war,FIN,2025,55,non-eu,13158
ukraine-war,FIN,2025,60,eu,7110
ukraine-war,FIN,2025,60,native,337044
ukraine-war,FIN,2025,60,non-eu,10639
ukraine-war,FIN,2025,65,eu,5599
ukraine-war,FIN,2025,65,native,329810
ukraine-war,FIN,2025,65,non-eu,7832
ukraine-war,FIN,2025,70,eu,4122
ukraine-war,FIN,2025,70,native,326504
ukraine-war,FIN,2025,70,non-eu,5825
ukraine-war,FIN,2025,75,eu,2633
ukraine-war,FIN,2025,75,native,312499
ukraine-war,FIN,2025,75,non-eu,3553
ukraine-war,FIN,2025,80,eu,1412
ukraine-war,FIN,2025,80,native,174272
ukraine-war,FIN,2025,80,non-eu,2387
ukraine-war,FIN,2025,85,eu,749
ukraine-war,FIN,2025,85,native,110382
ukraine-war,FIN,2025,85,non-eu,2037
ukraine-war,FIN,2025,90,eu,428
ukraine-war,FIN,2025,90,native,47672
ukraine-war,FIN,2025,90,non-eu,1814
ukraine-war,FIN,2025,95,eu,291
ukraine-war,FIN,2025,95,native,12725
ukraine-war,FIN,2025,95,non-eu,1721
ukraine-war,FIN,2025,100,eu,271
ukraine-war,FIN,2025,100,native,1450
ukraine-war,FIN,2025,100,non-eu,1710
ukraine-war,FIN,2030,0,eu,922
ukraine-war,FIN,2030,0,native,292373
ukraine-war,FIN,2030,0,non-eu,6981
ukraine-war,FIN,2030,5,eu,2066
ukraine-war,FIN,2030,5,native,294289
ukraine-war,FIN,2030,5,non-eu,12973
ukraine-war,FIN,2030,10,eu,2707
ukraine-war,FIN,2030,10,native,297194
ukraine-war,FIN,2030,10,non-eu,15946
ukraine-war,FIN,2030,15,eu,4455
ukraine-war,FIN,2030,15,native,289474
ukraine-war,FIN,2030,15,non-eu,17080
ukraine-war,FIN,2030,20,eu,6704
ukraine-war,FIN,2030,20,native,286793
ukraine-war,FIN,2030,20,non-eu,19453
ukraine-war,FIN,2030,25,eu,6331
ukraine-war,FIN,2030,25,native,272777
ukraine-war,FIN,2030,25,non-eu,20422
ukraine-war,FIN,2030,30,eu,5510
ukraine-war,FIN,2030,30,native,286032
ukraine-war,FIN,2030,30,non-eu,20025
ukraine-war,FIN,2030,35,eu,7425
ukraine-war,FIN,2030,35,native,312363
ukraine-war,FIN,2030,35,non-eu,22691
ukraine-war,FIN,2030,40,eu,11132
ukraine-war,FIN,2030,40,native,292542
ukraine-war,FIN,2030,40,non-eu,25560
ukraine-war,FIN,2030,45,eu,13094
ukraine-war,FIN,2030,45,native,301919
ukraine-war,FIN,2030,45,non-eu,24580
ukraine-war,FIN,2030,50,eu,12538
ukraine-war,FIN,2030,50,native,295396
ukraine-war,FIN,2030,50,non-eu,20558
ukraine-war,FIN,2030,55,eu,11733
ukraine-war,FIN,2030,55,native,268050
ukraine-war,FIN,2030,55,non-eu,17442
ukraine-war,FIN,2030,60,eu,8923
ukraine-war,FIN,2030,60,native,312948
ukraine-war,FIN,2030,60,non-eu,14653
ukraine-war,FIN,2030,65,eu,6926
ukraine-war,FIN,2030,65,native,323798
ukraine-war,FIN,2030,65,non-eu,11917
ukraine-war,FIN,2030,70,eu,5479
ukraine-war,FIN,2030,70,native,310621
ukraine-war,FIN,2030,70,non-eu,8797
ukraine-war,FIN,2030,75,eu,3684
ukraine-war,FIN,2030,75,native,297834
ukraine-war,FIN,2030,75,non-eu,5673
ukraine-war,FIN,2030,80,eu,2285
ukraine-war,FIN,2030,80,native,264223
ukraine-war,FIN,2030,80,non-eu,3418
ukraine-war,FIN,2030,85,eu,1149
ukraine-war,FIN,2030,85,native,123890
ukraine-war,FIN,2030,85,non-eu,2280
ukraine-war,FIN,2030,90,eu,543
ukraine-war,FIN,2030,90,native,56675
ukraine-war,FIN,2030,90,non-eu,1899
ukraine-war,FIN,2030,95,eu,313
ukraine-war,FIN,2030,95,native,14256
