scenario,dest,year,edu,pop
recovery-in-europe,NLD,2045,4,2441470
recovery-in-europe,NLD,2045,5,6836907
recovery-in-europe,NLD,2045,6,7974380
recovery-in-europe,NLD,2050,1,285363
recovery-in-europe,NLD,2050,2,310965
recovery-in-europe,NLD,2050,3,1150666
recovery-in-europe,NLD,2050,4,2282725
recovery-in-europe,NLD,2050,5,6961038
recovery-in-europe,NLD,2050,6,8570536
recovery-in-europe,POL,2015,1,5701987
recovery-in-europe,POL,2015,2,379074
recovery-in-europe,POL,2015,3,5612105
recovery-in-europe,POL,2015,4,1532163
recovery-in-europe,POL,2015,5,17101318
recovery-in-europe,POL,2015,6,6697403
recovery-in-europe,POL,2020,1,3864745
recovery-in-europe,POL,2020,2,258952
recovery-in-europe,POL,2020,3,4334716
recovery-in-europe,POL,2020,4,1633532
recovery-in-europe,POL,2020,5,17966426
recovery-in-europe,POL,2020,6,8539564
recovery-in-europe,POL,2025,1,1895695
recovery-in-europe,POL,2025,2,180444
recovery-in-europe,POL,2025,3,3866708
recovery-in-europe,POL,2025,4,1891822
recovery-in-europe,POL,2025,5,18371136
recovery-in-europe,POL,2025,6,9838167
recovery-in-europe,POL,2030,1,22700
recovery-in-europe,POL,2030,2,125952
recovery-in-europe,POL,2030,3,3196210
recovery-in-europe,POL,2030,4,1961753
recovery-in-europe,POL,2030,5,18811094
recovery-in-europe,POL,2030,6,11228423
recovery-in-europe,POL,2035,1,15685
recovery-in-europe,POL,2035,2,90572
recovery-in-europe,POL,2035,3,2570149
recovery-in-europe,POL,2035,4,1884260
recovery-in-europe,POL,2035,5,18138783
recovery-in-europe,POL,2035,6,11849148
recovery-in-europe,POL,2040,1,18299
recovery-in-europe,POL,2040,2,71028
recovery-in-europe,POL,2040,3,2048375
recovery-in-europe,POL,2040,4,1742792
recovery-in-europe,POL,2040,5,17357315
recovery-in-europe,POL,2040,6,12442836
recovery-in-europe,POL,2045,1,20679
recovery-in-europe,POL,2045,2,60413
recovery-in-europe,POL,2045,3,1622922
recovery-in-europe,POL,2045,4,1597787
recovery-in-europe,POL,2045,5,16421283
recovery-in-europe,POL,2045,6,13032480
recovery-in-europe,POL,2050,1,23287
recovery-in-europe,POL,2050,2,54180
recovery-in-europe,POL,2050,3,1304079
recovery-in-europe,POL,2050,4,1488023
recovery-in-europe,POL,2050,5,15353046
recovery-in-europe,POL,2050,6,13567673
recovery-in-europe,PRT,2015,1,1517653
recovery-in-europe,PRT,2015,2,951748
recovery-in-europe,PRT,2015,3,3521360
recovery-in-europe,PRT,2015,4,1648950
recovery-in-europe,PRT,2015,5,1369448
recovery-in-europe,PRT,2015,6,1324863
recovery-in-europe,PRT,2020,1,1037889
recovery-in-europe,PRT,2020,2,777447
recovery-in-europe,PRT,2020,3,3134271
recovery-in-europe,PRT,2020,4,1772771
recovery-in-europe,PRT,2020,5,1750313
recovery-in-europe,PRT,2020,6,1735053
recovery-in-europe,PRT,2025,1,576143
recovery-in-europe,PRT,2025,2,655358
recovery-in-europe,PRT,2025,3,2900189
recovery-in-europe,PRT,2025,4,1811804
recovery-in-europe,PRT,2025,5,2047446
recovery-in-europe,PRT,2025,6,2073871
recovery-in-europe,PRT,2030,1,150316
recovery-in-europe,PRT,2030,2,546510
recovery-in-europe,PRT,2030,3,2614233
recovery-in-europe,PRT,2030,4,1836923
recovery-in-europe,PRT,2030,5,2348720
recovery-in-europe,PRT,2030,6,2457931
recovery-in-europe,PRT,2035,1,158831
recovery-in-europe,PRT,2035,2,456532
recovery-in-europe,PRT,2035,3,2297155
recovery-in-europe,PRT,2035,4,1765445
recovery-in-europe,PRT,2035,5,2516531
recovery-in-europe,PRT,2035,6,2697568
recovery-in-europe,PRT,2040,1,176360
recovery-in-europe,PRT,2040,2,395486
recovery-in-europe,PRT,2040,3,2007269
recovery-in-europe,PRT,2040,4,1691608
recovery-in-europe,PRT,2040,5,2669099
recovery-in-europe,PRT,2040,6,2939777
recovery-in-europe,PRT,2045,1,193806
recovery-in-europe,PRT,2045,2,362455
recovery-in-europe,PRT,2045,3,1745673
recovery-in-europe,PRT,2045,4,1637112
recovery-in-europe,PRT,2045,5,2804916
recovery-in-europe,PRT,2045,6,3182419
recovery-in-europe,PRT,2050,1,212408
recovery-in-europe,PRT,2050,2,351233
recovery-in-europe,PRT,2050,3,1519987
recovery-in-europe,PRT,2050,4,1601272
recovery-in-europe,PRT,2050,5,2948763
recovery-in-europe,PRT,2050,6,3423806
recovery-in-europe,ROU,2015,1,3073963
recovery-in-europe,ROU,2015,2,336491
recovery-in-europe,ROU,2015,3,1780726
recovery-in-europe,ROU,2015,4,4763727
recovery-in-europe,ROU,2015,5,6772899
recovery-in-europe,ROU,2015,6,3114729
recovery-in-europe,ROU,2020,1,1992456
recovery-in-europe,ROU,2020,2,245500
recovery-in-europe,ROU,2020,3,1339529
recovery-in-europe,ROU,2020,4,4483561
recovery-in-europe,ROU,2020,5,7390243
recovery-in-europe,ROU,2020,6,3798398
recovery-in-europe,ROU,2025,1,956329
recovery-in-europe,ROU,2025,2,189165
recovery-in-europe,ROU,2025,3,1036976
recovery-in-europe,ROU,2025,4,4334325
recovery-in-europe,ROU,2025,5,7778200
recovery-in-europe,ROU,2025,6,4359018
recovery-in-europe,ROU,2030,1,71282
recovery-in-europe,ROU,2030,2,153841
recovery-in-europe,ROU,2030,3,788913
recovery-in-europe,ROU,2030,4,4010580
recovery-in-europe,ROU,2030,5,8136451
recovery-in-europe,ROU,2030,6,4939942
recovery-in-europe,ROU,2035,1,71499
recovery-in-europe,ROU,2035,2,119905
recovery-in-europe,ROU,2035,3,590079
recovery-in-europe,ROU,2035,4,3546661
recovery-in-europe,ROU,2035,5,8048145
recovery-in-europe,ROU,2035,6,5210738
recovery-in-europe,ROU,2040,1,72493
recovery-in-europe,ROU,2040,2,101597
recovery-in-europe,ROU,2040,3,458507
recovery-in-europe,ROU,2040,4,3110074
recovery-in-europe,ROU,2040,5,7910308
recovery-in-europe,ROU,2040,6,5434890
recovery-in-europe,ROU,2045,1,71640
recovery-in-europe,ROU,2045,2,90049
recovery-in-europe,ROU,2045,3,374281
recovery-in-europe,ROU,2045,4,2717736
recovery-in-europe,ROU,2045,5,7686787
recovery-in-europe,ROU,2045,6,5646231
recovery-in-europe,ROU,2050,1,71001
recovery-in-europe,ROU,2050,2,80854
recovery-in-europe,ROU,2050,3,320548
recovery-in-europe,ROU,2050,4,2376260
recovery-in-europe,ROU,2050,5,7399304
recovery-in-europe,ROU,2050,6,5828432
recovery-in-europe,SVK,2015,1,841596
recovery-in-europe,SVK,2015,2,10466
recovery-in-europe,SVK,2015,3,18866
recovery-in-europe,SVK,2015,4,824930
recovery-in-europe,SVK,2015,5,2756029
recovery-in-europe,SVK,2015,6,848716
recovery-in-europe,SVK,2020,1,579188
recovery-in-europe,SVK,2020,2,12651
recovery-in-europe,SVK,2020,3,37617
recovery-in-europe,SVK,2020,4,712310
recovery-in-europe,SVK,2020,5,2942186
recovery-in-europe,SVK,2020,6,1040705
recovery-in-europe,SVK,2025,1,308989
recovery-in-europe,SVK,2025,2,14108
recovery-in-europe,SVK,2025,3,33485
recovery-in-europe,SVK,2025,4,675150
recovery-in-europe,SVK,2025,5,3087776
recovery-in-europe,SVK,2025,6,1189262
recovery-in-europe,SVK,2030,1,30695
recovery-in-europe,SVK,2030,2,15268
recovery-in-europe,SVK,2030,3,35014
recovery-in-europe,SVK,2030,4,624162
recovery-in-europe,SVK,2030,5,3206490
recovery-in-europe,SVK,2030,6,1351594
recovery-in-europe,SVK,2035,1,34296
recovery-in-europe,SVK,2035,2,16528
recovery-in-europe,SVK,2035,3,35226
recovery-in-europe,SVK,2035,4,546526
recovery-in-europe,SVK,2035,5,3134394
recovery-in-europe,SVK,2035,6,1430705
recovery-in-europe,SVK,2040,1,38527
recovery-in-europe,SVK,2040,2,18037
recovery-in-europe,SVK,2040,3,35168
recovery-in-europe,SVK,2040,4,477076
recovery-in-europe,SVK,2040,5,3042517
recovery-in-europe,SVK,2040,6,1512166
recovery-in-europe,SVK,2045,1,41803
recovery-in-europe,SVK,2045,2,20349
recovery-in-europe,SVK,2045,3,36467
recovery-in-europe,SVK,2045,4,414318
recovery-in-europe,SVK,2045,5,2936393
recovery-in-europe,SVK,2045,6,1599656
recovery-in-europe,SVK,2050,1,45350
recovery-in-europe,SVK,2050,2,23025
recovery-in-europe,SVK,2050,3,38715
recovery-in-europe,SVK,2050,4,366123
recovery-in-europe,SVK,2050,5,2818184
recovery-in-europe,SVK,2050,6,1685250
recovery-in-europe,SVN,2015,1,302868
recovery-in-europe,SVN,2015,2,9533
recovery-in-europe,SVN,2015,3,83338
recovery-in-europe,SVN,2015,4,407335
recovery-in-europe,SVN,2015,5,899492
recovery-in-europe,SVN,2015,6,339483
recovery-in-europe,SVN,2020,1,223163
recovery-in-europe,SVN,2020,2,12768
recovery-in-europe,SVN,2020,3,73674
recovery-in-europe,SVN,2020,4,368098
recovery-in-europe,SVN,2020,5,961247
recovery-in-europe,SVN,2020,6,441635
recovery-in-europe,SVN,2025,1,122753
recovery-in-europe,SVN,2025,2,14205
recovery-in-europe,SVN,2025,3,62850
recovery-in-europe,SVN,2025,4,369533
recovery-in-europe,SVN,2025,5,1021286
recovery-in-europe,SVN,2025,6,500966
recovery-in-europe,SVN,2030,1,13444
recovery-in-europe,SVN,2030,2,15440
recovery-in-europe,SVN,2030,3,54007
recovery-in-europe,SVN,2030,4,350198
recovery-in-europe,SVN,2030,5,1085705
recovery-in-europe,SVN,2030,6,576005
recovery-in-europe,SVN,2035,1,13846
recovery-in-europe,SVN,2035,2,16936
recovery-in-europe,SVN,2035,3,46755
recovery-in-europe,SVN,2035,4,314521
recovery-in-europe,SVN,2035,5,1087993
recovery-in-europe,SVN,2035,6,617153
recovery-in-europe,SVN,2040,1,16227
recovery-in-europe,SVN,2040,2,18793
recovery-in-europe,SVN,2040,3,42087
recovery-in-europe,SVN,2040,4,278284
recovery-in-europe,SVN,2040,5,1083765
recovery-in-europe,SVN,2040,6,666322
recovery-in-europe,SVN,2045,1,18722
recovery-in-europe,SVN,2045,2,21806
recovery-in-europe,SVN,2045,3,40341
recovery-in-europe,SVN,2045,4,247826
recovery-in-europe,SVN,2045,5,1072079
recovery-in-europe,SVN,2045,6,723113
recovery-in-europe,SVN,2050,1,21762
recovery-in-europe,SVN,2050,2,25446
recovery-in-europe,SVN,2050,3,40707
recovery-in-europe,SVN,2050,4,225988
recovery-in-europe,SVN,2050,5,1056524
recovery-in-europe,SVN,2050,6,782534
recovery-in-europe,SWE,2015,1,1682180
recovery-in-europe,SWE,2015,2,38959
recovery-in-europe,SWE,2015,3,854358
recovery-in-europe,SWE,2015,4,1183598
recovery-in-europe,SWE,2015,5,3188426
recovery-in-europe,SWE,2015,6,2421160
recovery-in-europe,SWE,2020,1,1272895
recovery-in-europe,SWE,2020,2,52361
recovery-in-europe,SWE,2020,3,709654
recovery-in-europe,SWE,2020,4,1267120
recovery-in-europe,SWE,2020,5,3380797
recovery-in-europe,SWE,2020,6,3002186
recovery-in-europe,SWE,2025,1,743745
recovery-in-europe,SWE,2025,2,78691
recovery-in-europe,SWE,2025,3,588984
recovery-in-europe,SWE,2025,4,1453615
recovery-in-europe,SWE,2025,5,3671982
recovery-in-europe,SWE,2025,6,3481056
recovery-in-europe,SWE,2030,1,152540
recovery-in-europe,SWE,2030,2,111227
recovery-in-europe,SWE,2030,3,506925
recovery-in-europe,SWE,2030,4,1540935
recovery-in-europe,SWE,2030,5,3990242
recovery-in-europe,SWE,2030,6,4076759
recovery-in-europe,SWE,2035,1,165236
recovery-in-europe,SWE,2035,2,142828
recovery-in-europe,SWE,2035,3,429299
recovery-in-europe,SWE,2035,4,1528210
recovery-in-europe,SWE,2035,5,4089380
recovery-in-europe,SWE,2035,6,4436904
recovery-in-europe,SWE,2040,1,199504
recovery-in-europe,SWE,2040,2,178819
recovery-in-europe,SWE,2040,3,381981
recovery-in-europe,SWE,2040,4,1507426
recovery-in-europe,SWE,2040,5,4192438
recovery-in-europe,SWE,2040,6,4856375
recovery-in-europe,SWE,2045,1,234883
recovery-in-europe,SWE,2045,2,222148
recovery-in-europe,SWE,2045,3,371021
recovery-in-europe,SWE,2045,4,1493195
recovery-in-europe,SWE,2045,5,4309437
recovery-in-europe,SWE,2045,6,5363981
recovery-in-europe,SWE,2050,1,273720
recovery-in-europe,SWE,2050,2,275805
recovery-in-europe,SWE,2050,3,390251
recovery-in-europe,SWE,2050,4,1514103
recovery-in-europe,SWE,2050,5,4458008
recovery-in-europe,SWE,2050,6,5941188
rise-of-the-east,AUT,2020,1,877985
rise-of-the-east,AUT,2020,2,32362
rise-of-the-east,AUT,2020,3,470473
rise-of-the-east,AUT,2020,4,1303472
rise-of-the-east,AUT,2020,5,3758644
rise-of-the-east,AUT,2020,6,2184721
rise-of-the-east,AUT,2025,1,488091
rise-of-the-east,AUT,2025,2,37592
rise-of-the-east,AUT,2025,3,402806
rise-of-the-east,AUT,2025,4,1361563
rise-of-the-east,AUT,2025,5,3936233
rise-of-the-east,AUT,2025,6,2492231
rise-of-the-east,AUT,2030,1,65807
rise-of-the-east,AUT,2030,2,43165
rise-of-the-east,AUT,2030,3,339865
rise-of-the-east,AUT,2030,4,1366710
rise-of-the-east,AUT,2030,5,4122508
rise-of-the-east,AUT,2030,6,2840360
rise-of-the-east,AUT,2035,1,62961
rise-of-the-east,AUT,2035,2,47008
rise-of-the-east,AUT,2035,3,282340
rise-of-the-east,AUT,2035,4,1289083
rise-of-the-east,AUT,2035,5,4092474
rise-of-the-east,AUT,2035,6,3039204
rise-of-the-east,AUT,2040,1,73382
rise-of-the-east,AUT,2040,2,50831
rise-of-the-east,AUT,2040,3,241646
rise-of-the-east,AUT,2040,4,1190602
rise-of-the-east,AUT,2040,5,4026982
rise-of-the-east,AUT,2040,6,3252742
rise-of-the-east,AUT,2045,1,81540
rise-of-the-east,AUT,2045,2,54991
rise-of-the-east,AUT,2045,3,218300
rise-of-the-east,AUT,2045,4,1091907
rise-of-the-east,AUT,2045,5,3931952
rise-of-the-east,AUT,2045,6,3479024
rise-of-the-east,AUT,2050,1,87216
rise-of-the-east,AUT,2050,2,58803
rise-of-the-east,AUT,2050,3,205796
rise-of-the-east,AUT,2050,4,999012
rise-of-the-east,AUT,2050,5,3810975
rise-of-the-east,AUT,2050,6,3706626
rise-of-the-east,BEL,2020,1,1427083
rise-of-the-east,BEL,2020,2,212304
rise-of-the-east,BEL,2020,3,922863
rise-of-the-east,BEL,2020,4,2354725
rise-of-the-east,BEL,2020,5,3180945
rise-of-the-east,BEL,2020,6,2958528
rise-of-the-east,BEL,2025,1,826035
rise-of-the-east,BEL,2025,2,205001
rise-of-the-east,BEL,2025,3,855317
rise-of-the-east,BEL,2025,4,2282551
rise-of-the-east,BEL,2025,5,3761622
rise-of-the-east,BEL,2025,6,3468264
rise-of-the-east,BEL,2030,1,177254
rise-of-the-east,BEL,2030,2,207887
rise-of-the-east,BEL,2030,3,795310
rise-of-the-east,BEL,2030,4,2279946
rise-of-the-east,BEL,2030,5,4237594
rise-of-the-east,BEL,2030,6,4057627
rise-of-the-east,BEL,2035,1,182968
rise-of-the-east,BEL,2035,2,211230
rise-of-the-east,BEL,2035,3,729938
rise-of-the-east,BEL,2035,4,2152117
rise-of-the-east,BEL,2035,5,4504750
rise-of-the-east,BEL,2035,6,4368848
rise-of-the-east,BEL,2040,1,201309
rise-of-the-east,BEL,2040,2,220248
rise-of-the-east,BEL,2040,3,673337
rise-of-the-east,BEL,2040,4,2019958
rise-of-the-east,BEL,2040,5,4713580
rise-of-the-east,BEL,2040,6,4751442
rise-of-the-east,BEL,2045,1,211148
rise-of-the-east,BEL,2045,2,233585
rise-of-the-east,BEL,2045,3,629189
rise-of-the-east,BEL,2045,4,1883102
rise-of-the-east,BEL,2045,5,4898813
rise-of-the-east,BEL,2045,6,5182133
rise-of-the-east,BEL,2050,1,213928
rise-of-the-east,BEL,2050,2,247629
rise-of-the-east,BEL,2050,3,596514
rise-of-the-east,BEL,2050,4,1767399
rise-of-the-east,BEL,2050,5,5050250
rise-of-the-east,BEL,2050,6,5628161
rise-of-the-east,BGR,2020,1,685023
rise-of-the-east,BGR,2020,2,112953
rise-of-the-east,BGR,2020,3,260422
rise-of-the-east,BGR,2020,4,1337309
rise-of-the-east,BGR,2020,5,2864118
rise-of-the-east,BGR,2020,6,1596308
rise-of-the-east,BGR,2025,1,349313
rise-of-the-east,BGR,2025,2,110777
rise-of-the-east,BGR,2025,3,248146
rise-of-the-east,BGR,2025,4,1208886
rise-of-the-east,BGR,2025,5,2916612
rise-of-the-east,BGR,2025,6,1682707
rise-of-the-east,BGR,2030,1,36772
rise-of-the-east,BGR,2030,2,105445
rise-of-the-east,BGR,2030,3,228398
rise-of-the-east,BGR,2030,4,1072803
rise-of-the-east,BGR,2030,5,2962193
rise-of-the-east,BGR,2030,6,1790545
rise-of-the-east,BGR,2035,1,38110
rise-of-the-east,BGR,2035,2,95951
rise-of-the-east,BGR,2035,3,207065
rise-of-the-east,BGR,2035,4,911746
rise-of-the-east,BGR,2035,5,2853337
rise-of-the-east,BGR,2035,6,1798163
rise-of-the-east,BGR,2040,1,38548
rise-of-the-east,BGR,2040,2,90392
rise-of-the-east,BGR,2040,3,191862
rise-of-the-east,BGR,2040,4,768525
rise-of-the-east,BGR,2040,5,2739328
rise-of-the-east,BGR,2040,6,1810231
rise-of-the-east,BGR,2045,1,38212
rise-of-the-east,BGR,2045,2,85620
rise-of-the-east,BGR,2045,3,178098
rise-of-the-east,BGR,2045,4,655764
rise-of-the-east,BGR,2045,5,2607214
rise-of-the-east,BGR,2045,6,1833567
rise-of-the-east,BGR,2050,1,37611
rise-of-the-east,BGR,2050,2,81193
rise-of-the-east,BGR,2050,3,166128
rise-of-the-east,BGR,2050,4,568860
rise-of-the-east,BGR,2050,5,2468680
rise-of-the-east,BGR,2050,6,1853916
rise-of-the-east,CYP,2020,1,106826
rise-of-the-east,CYP,2020,2,30543
rise-of-the-east,CYP,2020,3,99949
rise-of-the-east,CYP,2020,4,106611
rise-of-the-east,CYP,2020,5,263487
rise-of-the-east,CYP,2020,6,274535
rise-of-the-east,CYP,2025,1,65124
rise-of-the-east,CYP,2025,2,27633
rise-of-the-east,CYP,2025,3,93128
rise-of-the-east,CYP,2025,4,106126
rise-of-the-east,CYP,2025,5,302795
rise-of-the-east,CYP,2025,6,327171
rise-of-the-east,CYP,2030,1,16755
rise-of-the-east,CYP,2030,2,25487
rise-of-the-east,CYP,2030,3,85732
rise-of-the-east,CYP,2030,4,112457
rise-of-the-east,CYP,2030,5,337750
rise-of-the-east,CYP,2030,6,382512
rise-of-the-east,CYP,2035,1,17436
rise-of-the-east,CYP,2035,2,24282
rise-of-the-east,CYP,2035,3,77093
rise-of-the-east,CYP,2035,4,110329
rise-of-the-east,CYP,2035,5,355061
rise-of-the-east,CYP,2035,6,415191
rise-of-the-east,CYP,2040,1,19908
rise-of-the-east,CYP,2040,2,23820
rise-of-the-east,CYP,2040,3,68486
rise-of-the-east,CYP,2040,4,106641
rise-of-the-east,CYP,2040,5,366540
rise-of-the-east,CYP,2040,6,451149
rise-of-the-east,CYP,2045,1,21524
rise-of-the-east,CYP,2045,2,24524
rise-of-the-east,CYP,2045,3,61087
rise-of-the-east,CYP,2045,4,102315
rise-of-the-east,CYP,2045,5,374020
rise-of-the-east,CYP,2045,6,489981
rise-of-the-east,CYP,2050,1,22870
rise-of-the-east,CYP,2050,2,25381
rise-of-the-east,CYP,2050,3,54825
rise-of-the-east,CYP,2050,4,98573
rise-of-the-east,CYP,2050,5,378040
rise-of-the-east,CYP,2050,6,528990
rise-of-the-east,CZE,2020,1,1152279
rise-of-the-east,CZE,2020,2,40894
rise-of-the-east,CZE,2020,3,58408
rise-of-the-east,CZE,2020,4,1346697
rise-of-the-east,CZE,2020,5,5822566
rise-of-the-east,CZE,2020,6,1846309
rise-of-the-east,CZE,2025,1,583133
rise-of-the-east,CZE,2025,2,42578
rise-of-the-east,CZE,2025,3,66403
rise-of-the-east,CZE,2025,4,1407206
rise-of-the-east,CZE,2025,5,6020585
rise-of-the-east,CZE,2025,6,2080505
rise-of-the-east,CZE,2030,1,26077
rise-of-the-east,CZE,2030,2,42657
rise-of-the-east,CZE,2030,3,67992
rise-of-the-east,CZE,2030,4,1311232
rise-of-the-east,CZE,2030,5,6272854
rise-of-the-east,CZE,2030,6,2365535
rise-of-the-east,CZE,2035,1,23045
rise-of-the-east,CZE,2035,2,40659
rise-of-the-east,CZE,2035,3,64443
rise-of-the-east,CZE,2035,4,1145881
rise-of-the-east,CZE,2035,5,6140482
rise-of-the-east,CZE,2035,6,2526086
rise-of-the-east,CZE,2040,1,25073
rise-of-the-east,CZE,2040,2,39228
rise-of-the-east,CZE,2040,3,60690
rise-of-the-east,CZE,2040,4,991318
rise-of-the-east,CZE,2040,5,5983974
rise-of-the-east,CZE,2040,6,2695573
rise-of-the-east,CZE,2045,1,26657
rise-of-the-east,CZE,2045,2,38405
rise-of-the-east,CZE,2045,3,58295
rise-of-the-east,CZE,2045,4,855821
rise-of-the-east,CZE,2045,5,5806208
rise-of-the-east,CZE,2045,6,2877928
rise-of-the-east,CZE,2050,1,28241
rise-of-the-east,CZE,2050,2,37527
rise-of-the-east,CZE,2050,3,56668
rise-of-the-east,CZE,2050,4,762478
rise-of-the-east,CZE,2050,5,5593309
rise-of-the-east,CZE,2050,6,3050556
rise-of-the-east,DEU,2020,1,7462996
rise-of-the-east,DEU,2020,2,223287
rise-of-the-east,DEU,2020,3,3528977
rise-of-the-east,DEU,2020,4,11491052
rise-of-the-east,DEU,2020,5,31754495
rise-of-the-east,DEU,2020,6,23732162
rise-of-the-east,DEU,2025,1,3851182
rise-of-the-east,DEU,2025,2,209262
rise-of-the-east,DEU,2025,3,4063647
rise-of-the-east,DEU,2025,4,10882111
rise-of-the-east,DEU,2025,5,32698341
rise-of-the-east,DEU,2025,6,26040830
rise-of-the-east,DEU,2030,1,280634
rise-of-the-east,DEU,2030,2,210145
rise-of-the-east,DEU,2030,3,3862483
rise-of-the-east,DEU,2030,4,10158581
rise-of-the-east,DEU,2030,5,33530577
rise-of-the-east,DEU,2030,6,29128739
rise-of-the-east,DEU,2035,1,231701
rise-of-the-east,DEU,2035,2,209235
rise-of-the-east,DEU,2035,3,3560559
rise-of-the-east,DEU,2035,4,9141376
rise-of-the-east,DEU,2035,5,32687803
rise-of-the-east,DEU,2035,6,30672309
rise-of-the-east,DEU,2040,1,262885
rise-of-the-east,DEU,2040,2,212154
rise-of-the-east,DEU,2040,3,3315439
rise-of-the-east,DEU,2040,4,8254582
rise-of-the-east,DEU,2040,5,31626852
rise-of-the-east,DEU,2040,6,32043898
rise-of-the-east,DEU,2045,1,284974
rise-of-the-east,DEU,2045,2,217929
rise-of-the-east,DEU,2045,3,3109492
rise-of-the-east,DEU,2045,4,7490633
rise-of-the-east,DEU,2045,5,30393909
rise-of-the-east,DEU,2045,6,33341935
rise-of-the-east,DEU,2050,1,298077
rise-of-the-east,DEU,2050,2,223401
rise-of-the-east,DEU,2050,3,2899095
rise-of-the-east,DEU,2050,4,6794422
rise-of-the-east,DEU,2050,5,29026582
rise-of-the-east,DEU,2050,6,34544607
rise-of-the-east,DNK,2020,1,671207
rise-of-the-east,DNK,2020,2,18690
rise-of-the-east,DNK,2020,3,57806
rise-of-the-east,DNK,2020,4,1331851
rise-of-the-east,DNK,2020,5,1998559
rise-of-the-east,DNK,2020,6,1462870
rise-of-the-east,DNK,2025,1,357233
rise-of-the-east,DNK,2025,2,27511
rise-of-the-east,DNK,2025,3,70433
rise-of-the-east,DNK,2025,4,1385034
rise-of-the-east,DNK,2025,5,2165396
rise-of-the-east,DNK,2025,6,1655011
rise-of-the-east,DNK,2030,1,59484
rise-of-the-east,DNK,2030,2,37582
rise-of-the-east,DNK,2030,3,84401
rise-of-the-east,DNK,2030,4,1316525
rise-of-the-east,DNK,2030,5,2349527
rise-of-the-east,DNK,2030,6,1952331
rise-of-the-east,DNK,2035,1,65220
